Pokemon,Fast Move,Charged Move,DPS,TDO,DPS^3*TDO,CP
Giratina (Origin Forme),Shadow Claw,Shadow Ball,15.814,662.8,2621.245532,3683
Mewtwo,Confusion,Thunderbolt,16.994,532,2610.949513,4178
Volcarona,Bug Bite,Overheat,17.152,517.2,2609.77352,3632
Garchomp,Mud Shot,Outrage,16.303,597.7,2589.916971,3962
Landorus (Therian Forme),Rock Throw,Earth Power,17.136,507.5,2553.667839,3922
Haxorus,Dragon Tail,Dragon Claw,17.751,456.1,2551.106235,3593
Mewtwo,Confusion,Hyper Beam,16.877,528.4,2540.086815,4178
Jirachi,Confusion,Doom Desire,16.124,604.2,2532.789455,3265
White Kyurem,Steel Wing,Focus Blast,16.309,582.6,2527.274867,4605
Palkia,Dragon Breath,Hydro Pump,16.673,542.9,2516.29232,3991
Volcarona,Fire Spin,Overheat,16.993,512.4,2514.312725,3632
Moltres,Wing Attack,Sky Attack,16.969,512.4,2503.674523,3465
Darkrai,Snarl,Shadow Ball,17.281,477.7,2465.25502,3739
Meloetta (Aria Forme),Quick Attack,Hyper Beam,15.725,628.6,2444.254025,3972
Mewtwo,Confusion,Focus Blast,16.705,523,2438.041696,4178
Dragonite,Dragon Breath,Draco Meteor,16.453,544.8,2426.455841,3792
Dragonite,Dragon Tail,Dragon Claw,16.444,544.5,2421.14215,3792
Latios,Zen Headbutt,Psychic,16.546,534.3,2420.272321,3812
Salamence,Bite,Outrage,16.938,496.9,2414.656633,3749
Conkeldurr,Counter,Dynamic Punch,16.852,501.7,2401.034787,3337
Metagross,Bullet Punch,Psychic,16.208,560.3,2385.661965,3791
Shaymin (Sky Forme),Hidden Power,Grass Knot,16.767,505.5,2382.798143,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,16.767,505.5,2382.798143,3592
Kyogre,Waterfall,Hydro Pump,15.91,590.3,2377.296342,4115
Meloetta (Aria Forme),Confusion,Hyper Beam,15.58,622.8,2355.325662,3972
Mewtwo,Confusion,Flamethrower,16.528,517.4,2336.077986,4178
Rampardos,Smack Down,Rock Slide,18.413,370.8,2314.799527,3298
Salamence,Fire Fang,Draco Meteor,16.72,490.5,2292.703168,3749
Meloetta (Pirouette Forme),Low Kick,Hyper Beam,16.101,544.4,2272.357544,3915
Dragonite,Steel Wing,Outrage,16.171,535.4,2264.065559,3792
Dialga,Metal Claw,Iron Head,15.968,551,2243.381689,4038
Darkrai,Snarl,Dark Pulse,16.803,464.5,2203.668179,3739
Palkia,Dragon Tail,Draco Meteor,15.57,583.2,2201.32088,3991
Darmanitan,Fire Fang,Overheat,17.742,393.9,2199.853225,3105
Mewtwo,Confusion,Ice Beam,16.279,509.6,2198.429732,4178
Dialga,Dragon Breath,Iron Head,15.879,547.9,2193.667225,4038
Chandelure,Hex,Shadow Ball,17.525,407.3,2192.24198,3268
Raikou,Thunder Shock,Wild Charge,16.133,522,2191.875612,3452
Metagross,Zen Headbutt,Psychic,15.852,548,2182.894514,3791
Entei,Fire Fang,Overheat,15.873,545,2179.583698,3473
Dragonite,Dragon Tail,Return,16.004,529.9,2172.09866,3792
Latios,Dragon Breath,Dragon Claw,16.102,520,2170.914956,3812
Darkrai,Feint Attack,Shadow Ball,16.714,462,2157.164025,3739
Moltres,Ember,Sky Attack,16.347,493.6,2156.201476,3465
Mewtwo,Psycho Cut,Thunderbolt,16.177,506.4,2143.816719,4178
Dragonite,Dragon Breath,Dragon Claw,15.919,527.1,2126.377482,3792
Dragonite,Dragon Tail,Hurricane,15.916,527,2124.772352,3792
Jirachi,Charge Beam,Doom Desire,15.422,577.9,2119.701908,3265
Moltres,Fire Spin,Overheat,16.273,491.4,2117.571218,3465
Honchkrow,Snarl,Sky Attack,18.098,355.7,2108.509766,2711
Rayquaza,Dragon Tail,Aerial Ace,16.373,479.3,2103.740726,3835
Mewtwo,Psycho Cut,Hyper Beam,16.071,503.1,2088.252551,4178
Blaziken,Counter,Blast Burn,17.505,388.5,2083.902369,2848
Gengar,Lick,Shadow Ball,18.109,350.4,2080.882241,2878
Garchomp,Dragon Tail,Earthquake,15.403,564.8,2064.004474,3962
Haxorus,Dragon Tail,Surf,16.825,432.3,2058.972064,3593
Black Kyurem,Shadow Claw,Iron Head,15.489,553.4,2056.408044,4605
Dragonite,Dragon Tail,Dragon Pulse,15.774,522.3,2049.9607,3792
Gengar,Shadow Claw,Shadow Ball,18.033,348.9,2045.996646,2878
Black Kyurem,Shadow Claw,Stone Edge,15.459,552.3,2040.418417,4605
Kyurem,Dragon Breath,Draco Meteor,15.688,523.6,2021.633287,3575
Shaymin (Sky Forme),Zen Headbutt,Grass Knot,16.074,484.6,2012.58996,3592
Chandelure,Fire Spin,Overheat,17.129,398.1,2000.728717,3268
Haxorus,Counter,Dragon Claw,16.68,428.6,1989.025292,3593
Reshiram,Fire Fang,Stone Edge,15.485,534.3,1983.89555,4038
Entei,Fire Spin,Overheat,15.502,532.3,1982.986072,3473
Mewtwo,Psycho Cut,Focus Blast,15.826,495.5,1964.070818,4178
Blaziken,Fire Spin,Blast Burn,17.247,382.8,1963.869472,2848
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Shaymin (Sky Forme),Hidden Power,Grass Knot,15.967,481.3,1959.231874,3592
Terrakion,Smack Down,Rock Slide,15.696,505.1,1953.18931,3698
Espeon,Confusion,Psychic,16.965,398.2,1944.298081,3170
Darkrai,Feint Attack,Dark Pulse,16.284,450.1,1943.534678,3739
Salamence,Dragon Tail,Hydro Pump,16.036,470.4,1939.793304,3749
Salamence,Bite,Draco Meteor,16.022,470,1933.072044,3749
Dragonite,Steel Wing,Draco Meteor,15.522,513.9,1921.859589,3792
Meloetta (Pirouette Forme),Quick Attack,Close Combat,15.439,522,1921.00283,3915
Alakazam,Confusion,Psychic,17.521,356.3,1916.427928,3057
Electivire,Thunder Shock,Wild Charge,16.735,405.2,1899.094547,3079
Zapdos,Thunder Shock,Thunderbolt,15.756,485.5,1899.009558,3527
Zapdos,Thunder Shock,Thunderbolt,15.756,485.5,1899.009558,3527
Meloetta (Aria Forme),Confusion,Psyshock,14.755,589.8,1894.621275,3972
Dragonite,Dragon Tail,Hyper Beam,15.456,511.8,1889.694542,3792
Mamoswine,Powder Snow,Avalanche,16.016,459.9,1889.407304,3328
Swampert,Water Gun,Hydro Cannon,15.61,494,1879.038412,2974
Moltres,Wing Attack,Overheat,15.79,476.8,1877.079371,3465
Palkia,Dragon Tail,Fire Blast,15.473,503.8,1866.301219,3991
Kyogre,Waterfall,Blizzard,14.967,555.3,1861.795385,4115
Latios,Zen Headbutt,Dragon Claw,15.495,500.4,1861.624315,3812
Machamp,Counter,Dynamic Punch,16.211,434.6,1851.480487,3056
Landorus (Incarnate Forme),Mud Shot,Earth Power,15.75,473.7,1850.738498,3588
Shaymin (Sky Forme),Hidden Power,Solar Beam,15.734,474.3,1847.440934,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,15.734,474.3,1847.440934,3592
Weavile,Snarl,Avalanche,16.608,400.9,1836.487872,3005
Mewtwo,Psycho Cut,Flamethrower,15.556,487,1833.254521,4178
Meloetta (Aria Forme),Quick Attack,Psyshock,14.633,584.9,1832.659317,3972
Conkeldurr,Counter,Focus Blast,15.75,468.9,1831.984973,3337
Kyurem,Dragon Breath,Blizzard,15.294,510.5,1826.244849,3575
Alakazam,Psycho Cut,Psychic,17.309,352,1825.402316,3057
Dragonite,Dragon Breath,Dragon Pulse,15.322,507.3,1824.783042,3792
Dragonite,Dragon Breath,Hurricane,15.318,507.2,1822.994844,3792
Dragonite,Dragon Breath,Return,15.317,507.2,1822.637838,3792
Kingler,Bubble,Crabhammer,16.982,371.9,1821.346972,2829
Swampert,Mud Shot,Hydro Cannon,15.482,489.9,1817.978023,2974
Latios,Dragon Breath,Solar Beam,15.4,497.3,1816.270887,3812
Entei,Fire Fang,Flamethrower,15.13,519.5,1799.294846,3473
Mewtwo,Psycho Cut,Ice Beam,15.463,484.1,1789.848822,4178
Landorus (Therian Forme),Rock Throw,Outrage,15.649,463.5,1776.272164,3922
Dragonite,Steel Wing,Dragon Claw,15.215,503.8,1774.491949,3792
Rampardos,Smack Down,Outrage,17.229,346.9,1774.126214,3298
Kyurem,Dragon Breath,Dragon Claw,15.182,506.8,1773.468861,3575
Mamoswine,Mud Slap,Avalanche,15.756,452.4,1769.540523,3328
Landorus (Incarnate Forme),Rock Throw,Earth Power,15.573,468.4,1769.02405,3588
Heatran,Fire Spin,Iron Head,14.938,529.5,1764.994392,3754
Darkrai,Snarl,Focus Blast,15.896,439.4,1764.914271,3739
Heatran,Fire Spin,Fire Blast,14.931,529.2,1761.515715,3754
Arceus,Shadow Claw,Hyper Beam,14.111,621.9,1747.406442,3982
Groudon,Dragon Tail,Solar Beam,14.729,546.5,1746.264209,4115
Gengar,Shadow Claw,Sludge Bomb,17.327,335.2,1743.70951,2878
Volcarona,Fire Spin,Solar Beam,15.507,467.6,1743.644174,3632
Landorus (Therian Forme),Mud Shot,Outrage,15.562,460.9,1737.012489,3922
Conkeldurr,Poison Jab,Dynamic Punch,15.534,462.5,1733.650861,3337
Machamp,Karate Chop,Dynamic Punch,15.931,427.1,1726.866181,3056
Gengar,Lick,Sludge Bomb,17.281,334.3,1725.214053,2878
Magnezone,Spark,Wild Charge,15.677,447.6,1724.562558,3205
Volcarona,Fire Spin,Bug Buzz,15.443,465.7,1715.146622,3632
Sceptile,Fury Cutter,Frenzy Plant,16.367,390.8,1713.411993,2757
Latias,Dragon Breath,Psychic,14.646,543.8,1708.426474,3510
Keldeo,Low Kick,Hydro Pump,15.142,487.2,1691.441591,3698
Lugia,Extrasensory,Sky Attack,13.159,741.9,1690.49555,3703
Rampardos,Zen Headbutt,Rock Slide,17.021,342.7,1689.93235,3298
Zapdos,Thunder Shock,Discharge,15.287,471,1682.62642,3527
Zapdos,Thunder Shock,Discharge,15.287,471,1682.62642,3527
Tyranitar,Bite,Stone Edge,14.603,539.9,1681.278205,3834
Garchomp,Dragon Tail,Fire Blast,14.628,536.3,1678.659652,3962
Rayquaza,Air Slash,Aerial Ace,15.474,452.9,1678.070096,3835
Volcarona,Bug Bite,Solar Beam,15.358,463.1,1677.562737,3632
White Kyurem,Dragon Breath,Ancient Power,14.72,525.9,1677.361231,4605
Gengar,Hex,Shadow Ball,17.131,331.4,1666.098408,2878
Roserade,Poison Jab,Grass Knot,16.301,384.6,1665.911868,2971
Charizard,Fire Spin,Blast Burn,15.875,416.3,1665.511412,2889
Salamence,Dragon Tail,Fire Blast,15.431,452.7,1663.384722,3749
Latias,Dragon Breath,Outrage,14.545,540.1,1661.940051,3510
Groudon,Mud Shot,Solar Beam,14.542,539.5,1659.06679,4115
Excadrill,Metal Claw,Drill Run,15.937,409.3,1656.767103,3244
Entei,Fire Spin,Flamethrower,14.817,508.8,1655.114126,3473
Raikou,Thunder Shock,Thunderbolt,15.028,486.2,1650.131344,3452
Meloetta (Aria Forme),Confusion,Thunderbolt,14.229,568.8,1638.636883,3972
Hydreigon,Bite,Dark Pulse,15.056,479.4,1636.164057,3625
Hydreigon,Dragon Breath,Dark Pulse,15.056,479.4,1636.164057,3625
Crawdaunt,Snarl,Crabhammer,17.116,326.3,1636.152978,2474
Espeon,Zen Headbutt,Psychic,16.234,381,1630.052531,3170
Dragonite,Dragon Breath,Hyper Beam,14.891,493,1627.865467,3792
Gengar,Sucker Punch,Shadow Ball,17.024,329.4,1625.206036,2878
Feraligatr,Water Gun,Hydro Cannon,15.255,457.7,1624.865989,2857
Volcarona,Bug Bite,Bug Buzz,15.234,459.4,1624.175087,3632
Reshiram,Dragon Breath,Stone Edge,14.714,507.7,1617.33289,4038
Meloetta (Pirouette Forme),Low Kick,Close Combat,14.781,499.7,1613.692574,3915
Blaziken,Counter,Blaze Kick,16.417,364.3,1611.909169,2848
Zapdos,Charge Beam,Thunderbolt,15.123,466,1611.757772,3527
Deoxys (Normal Forme),Zen Headbutt,Thunderbolt,18.515,253.9,1611.513136,3160
Hydreigon,Bite,Dragon Pulse,14.995,477.4,1609.614312,3625
Hydreigon,Dragon Breath,Dragon Pulse,14.995,477.4,1609.614312,3625
Meloetta (Aria Forme),Confusion,Dazzling Gleam,14.156,565.8,1605.035361,3972
Kyurem,Steel Wing,Draco Meteor,14.807,494.2,1604.367923,3575
Raikou,Volt Switch,Wild Charge,14.92,482.7,1603.18547,3452
Tyranitar,Smack Down,Stone Edge,14.405,532.6,1591.992253,3834
Moltres,Ember,Overheat,15.147,457.4,1589.556746,3465
Palkia,Dragon Breath,Fire Blast,14.852,483.6,1584.313467,3991
Azelf,Confusion,Future Sight,16.275,367.5,1584.237668,3210
Darmanitan,Fire Fang,Psychic,16.343,362.8,1583.662454,3105
Thundurus (Therian Forme),Thunder Shock,Thunder,15.896,394.1,1582.960206,3659
Charizard,Wing Attack,Blast Burn,15.642,410.2,1569.901848,2889
Zapdos,Thunder Shock,Drill Peck,15.01,462.5,1564.061457,3527
Zapdos,Thunder Shock,Drill Peck,15.01,462.5,1564.061457,3527
Weavile,Feint Attack,Avalanche,15.951,385,1562.516005,3005
Genesect,Metal Claw,Magnet Bomb,15.353,430.9,1559.395382,3353
Terrakion,Smack Down,Close Combat,14.836,477.4,1558.952521,3698
Kyogre,Waterfall,Thunder,14.315,531.1,1557.938675,4115
Shaymin (Sky Forme),Zen Headbutt,Solar Beam,15.077,454.5,1557.681608,3592
Dialga,Dragon Breath,Thunder,14.576,502.9,1557.387607,4038
Exeggutor,Confusion,Psychic,15.598,410.1,1556.311467,3014
Entei,Fire Fang,Fire Blast,14.59,501,1555.978535,3473
Thundurus (Therian Forme),Thunder Shock,Thunder Punch,15.825,392.4,1555.106565,3659
Dragonite,Steel Wing,Dragon Pulse,14.719,487.4,1554.248442,3792
Honchkrow,Peck,Sky Attack,16.767,329.5,1553.179007,2711
Groudon,Dragon Tail,Earthquake,14.292,530.2,1547.813912,4115
Rampardos,Smack Down,Flamethrower,16.648,335.2,1546.643467,3298
Zapdos,Thunder Shock,Zap Cannon,14.95,460.6,1539.03151,3527
Zapdos,Thunder Shock,Zap Cannon,14.95,460.6,1539.03151,3527
Tyranitar,Bite,Crunch,14.275,527.8,1535.315861,3834
Kingler,Metal Claw,Crabhammer,16.27,356.3,1534.540946,2829
Darkrai,Feint Attack,Focus Blast,15.346,424.2,1533.04974,3739
Gallade,Confusion,Psychic,15.452,414.4,1528.881569,3093
Gardevoir,Confusion,Psychic,15.452,414.4,1528.881569,3093
Genesect,Fury Cutter,Magnet Bomb,15.277,428.8,1528.864556,3353
Meloetta (Aria Forme),Quick Attack,Thunderbolt,13.982,558.9,1527.713805,3972
Magnezone,Charge Beam,Wild Charge,15.198,433.9,1523.172081,3205
Exeggutor,Extrasensory,Psychic,15.508,407.7,1520.575849,3014
Tyranitar,Smack Down,Crunch,14.236,526.4,1518.727366,3834
Dialga,Metal Claw,Thunder,14.472,499.4,1513.680442,4038
Hariyama,Counter,Dynamic Punch,15.19,431.1,1510.954354,2829
Moltres,Fire Spin,Fire Blast,14.955,451.6,1510.473761,3465
Meloetta (Aria Forme),Quick Attack,Dazzling Gleam,13.942,557.3,1510.303672,3972
Giratina (Origin Forme),Dragon Tail,Dragon Pulse,13.777,577.5,1510.135663,3683
Azelf,Extrasensory,Future Sight,16.074,362.9,1507.158267,3210
Keldeo,Poison Jab,Hydro Pump,14.686,472.6,1496.93964,3698
Weavile,Snarl,Foul Play,15.779,380.9,1496.405863,3005
Alolan Exeggutor,Dragon Tail,Solar Beam,15.352,413.5,1496.133678,3014
Breloom,Counter,Grass Knot,16.803,315.2,1495.363208,2628
White Kyurem,Steel Wing,Ancient Power,14.294,510.7,1491.513509,4605
Haxorus,Counter,Surf,15.515,398.7,1489.023581,3593
Roserade,Poison Jab,Sludge Bomb,15.849,374,1488.940004,2971
Landorus (Therian Forme),Rock Throw,Rock Slide,14.965,443.3,1485.688955,3922
Blaziken,Fire Spin,Blaze Kick,16.084,357,1485.423907,2848
Latias,Zen Headbutt,Psychic,14.142,525.1,1485.164354,3510
Kyurem,Steel Wing,Dragon Claw,14.522,484.8,1484.710939,3575
Giratina (Origin Forme),Shadow Claw,Dragon Pulse,13.708,574.5,1479.83168,3683
Landorus (Therian Forme),Rock Throw,Focus Blast,14.947,442.7,1478.330801,3922
Latios,Zen Headbutt,Solar Beam,14.621,472.2,1475.900956,3812
Infernape,Fire Spin,Blast Burn,15.944,363.7,1474.127874,2683
Zapdos,Charge Beam,Discharge,14.786,455.6,1472.773025,3527
Latias,Zen Headbutt,Outrage,14.104,523.7,1469.296594,3510
Deoxys (Attack Forme),Zen Headbutt,Dark Pulse,21.856,140.6,1467.903029,2580
Flareon,Fire Spin,Overheat,15.724,376.8,1464.873085,3029
Roserade,Razor Leaf,Grass Knot,15.782,372.4,1463.847345,2971
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Shaymin (Sky Forme),Hidden Power,Solar Beam,14.826,447,1456.731497,3592
Luxray,Spark,Wild Charge,15.642,380.5,1456.235137,2888
Blaziken,Counter,Overheat,15.981,354.7,1447.681561,2848
Excadrill,Metal Claw,Iron Head,15.402,395.6,1445.398634,3244
Chandelure,Hex,Overheat,15.792,367,1445.364788,3268
Rhyperior,Smack Down,Stone Edge,13.98,529,1445.363843,3733
Luxray,Snarl,Wild Charge,15.607,379.7,1443.440506,2888
Dragonite,Steel Wing,Return,14.446,478.3,1441.926795,3792
Kyurem,Steel Wing,Blizzard,14.41,481,1439.252587,3575
Feraligatr,Waterfall,Hydro Cannon,14.793,443.9,1436.990565,2857
Gardevoir,Charm,Psychic,15.204,407.7,1432.894759,3093
Haxorus,Dragon Tail,Earthquake,15.354,394.5,1427.945448,3593
Alakazam,Confusion,Shadow Ball,16.269,330.8,1424.45285,3057
Dragonite,Steel Wing,Hurricane,14.401,476.8,1424.0138,3792
Deoxys (Attack Forme),Poison Jab,Dark Pulse,21.686,139.5,1422.697499,2580
Zekrom,Dragon Breath,Flash Cannon,14.249,491.7,1422.503579,4038
Tornadus (Incarnate Forme),Air Slash,Grass Knot,15.407,388.5,1420.840313,3345
Electivire,Low Kick,Wild Charge,15.561,376.7,1419.410875,3079
Breloom,Counter,Dynamic Punch,16.572,310.9,1414.964343,2628
Groudon,Mud Shot,Earthquake,13.957,517.8,1407.791315,4115
Rhyperior,Smack Down,Surf,13.884,525.4,1406.157228,3733
Glaceon,Frost Breath,Avalanche,15.075,409.7,1403.582441,3126
Entei,Fire Spin,Fire Blast,14.218,488.2,1403.179738,3473
Celebi,Confusion,Psychic,13.903,521,1400.113656,3265
Jirachi,Confusion,Psychic,13.903,521,1400.113656,3265
Victini,Confusion,Psychic,13.903,521,1400.113656,3265
Espeon,Confusion,Future Sight,15.621,366.6,1397.394269,3170
Togekiss,Charm,Dazzling Gleam,14.2,486.9,1394.134927,3332
Landorus (Therian Forme),Mud Shot,Focus Blast,14.726,436.2,1392.964504,3922
Charizard,Air Slash,Blast Burn,15.18,398.1,1392.539402,2889
Gardevoir,Confusion,Dazzling Gleam,15.086,404.5,1388.803608,3093
Charizard,Ember,Blast Burn,15.166,397.7,1387.29476,2889
Typhlosion,Ember,Blast Burn,15.166,397.7,1387.29476,2889
Reshiram,Fire Fang,Crunch,14.16,488.6,1387.213232,4038
Landorus (Therian Forme),Mud Shot,Rock Slide,14.708,435.6,1385.95374,3922
Kingler,Mud Shot,Crabhammer,15.861,347.3,1385.786986,2829
Venusaur,Vine Whip,Frenzy Plant,14.782,429,1385.660656,2720
Exeggutor,Confusion,Solar Beam,15.147,398.2,1383.824872,3014
Arceus,Iron Tail,Hyper Beam,13.295,585.9,1376.856005,3982
Terrakion,Zen Headbutt,Rock Slide,14.371,462.4,1372.393946,3698
Torterra,Razor Leaf,Frenzy Plant,14.33,466.3,1372.157572,2934
Roserade,Poison Jab,Solar Beam,15.526,366.3,1370.931212,2971
Salamence,Fire Fang,Hydro Pump,14.7,431.2,1369.716718,3749
Darmanitan,Tackle,Overheat,15.758,349.9,1369.138021,3105
Exeggutor,Extrasensory,Solar Beam,15.096,396.9,1365.421574,3014
Typhlosion,Shadow Claw,Blast Burn,15.105,396.1,1365.108061,2889
Zapdos,Charge Beam,Drill Peck,14.484,446.3,1356.102246,3527
Sceptile,Bullet Seed,Frenzy Plant,15.434,368.5,1354.793112,2757
Alakazam,Confusion,Future Sight,16.039,326.2,1345.909377,3057
Regigigas,Zen Headbutt,Focus Blast,13.838,507.8,1345.589766,4337
Heatran,Bug Bite,Fire Blast,13.95,494.4,1342.15009,3754
Gallade,Low Kick,Psychic,14.954,401,1340.962094,3093
Raikou,Thunder Shock,Shadow Ball,14.268,461.6,1340.772526,3452
Lugia,Dragon Tail,Sky Attack,12.408,699.6,1336.457508,3703
Volcarona,Fire Spin,Hurricane,14.509,437.5,1336.258557,3632
Darmanitan,Fire Fang,Focus Blast,15.661,347.7,1335.559249,3105
Keldeo,Low Kick,Close Combat,14.273,459.3,1335.494927,3698
